contest	task	problem_url	editorial_url	reusable_parts	recipe	problem_specific_core	tool	current	missing	pitfalls	reviewer	reviewed_on	status	notes
abc414	d	https://atcoder.jp/contests/abc414/tasks/abc414_d	https://atcoder.jp/contests/abc414/editorial										pending	
abc414	e	https://atcoder.jp/contests/abc414/tasks/abc414_e	https://atcoder.jp/contests/abc414/editorial										pending	
abc414	f	https://atcoder.jp/contests/abc414/tasks/abc414_f	https://atcoder.jp/contests/abc414/editorial										pending	
abc414	g	https://atcoder.jp/contests/abc414/tasks/abc414_g	https://atcoder.jp/contests/abc414/editorial/13415	segment-tree graph; Dijkstra; endpoint potentials	shortest paths with all edges between two disjoint intervals	東西別に乗車側・降車側segment treeを作り座標差を端点差へ分解する	graph/rangeedge.hpp range_distance_shortest_paths	C++23 compressed auxiliary graph	none	1-index closed to 0-index half-open; east/west reversal; endpoint alignment cost; unreachable sentinel; 64bit distance	Codex	2026-07-16	reviewed	全区間対を直接辺展開した乱択Dijkstra比較と公式sample 2件一致、judge AC未確認
abc415	c	https://atcoder.jp/contests/abc415/tasks/abc415_c	https://atcoder.jp/contests/abc415/editorial										pending	
abc415	d	https://atcoder.jp/contests/abc415/tasks/abc415_d	https://atcoder.jp/contests/abc415/editorial										pending	
abc415	e	https://atcoder.jp/contests/abc415/tasks/abc415_e	https://atcoder.jp/contests/abc415/editorial										pending	
abc415	f	https://atcoder.jp/contests/abc415/tasks/abc415_f	https://atcoder.jp/contests/abc415/editorial										pending	
abc415	g	https://atcoder.jp/contests/abc415/tasks/abc415_g	https://atcoder.jp/contests/abc415/editorial/13491	max-plus linear recurrence; Kitamasa; low-state DP	accelerate eventually homogeneous maximum-reward recurrence	最大A未満だけ交換条件付きDPし以降をmax-plus K項漸化式として巨大Nへ飛ばす	math/linearecurrence.hpp maxplus_recurrence	C++23 generic semiring Kitamasa	none	同じAは最大Bだけでよい; low stateではA<=x条件; delta=A-B; missing coefficient; 64bit answer	Codex	2026-07-16	reviewed	乱択max-plus漸化式の逐次DP比較と公式sample 3件一致、judge AC未確認
abc416	c	https://atcoder.jp/contests/abc416/tasks/abc416_c	https://atcoder.jp/contests/abc416/editorial										pending	
abc416	d	https://atcoder.jp/contests/abc416/tasks/abc416_d	https://atcoder.jp/contests/abc416/editorial										pending	
abc416	e	https://atcoder.jp/contests/abc416/tasks/abc416_e	https://atcoder.jp/contests/abc416/editorial										pending	
abc416	f	https://atcoder.jp/contests/abc416/tasks/abc416_f	https://atcoder.jp/contests/abc416/editorial										pending	
abc416	g	https://atcoder.jp/contests/abc416/tasks/abc416_g	https://atcoder.jp/contests/abc416/editorial/13508	xy versus yx order; periodic word; exact-edge shortest path	lexicographically minimum concatenation of exactly K repeated choices	無限連結の最小周期語のprefixに答えがなることを示し周期内位置DPで最短分割を求める	string/concatenation.hpp minimum_repeated_concatenation	C++23 small-state DP	none	xy=yx時は文字列自体でtie-break; exactly K; phase modulo period; answer length up to 1e6	Codex	2026-07-16	reviewed	候補数5・K<=5の乱択全列挙property testと公式sample 3件一致、judge AC未確認
abc417	c	https://atcoder.jp/contests/abc417/tasks/abc417_c	https://atcoder.jp/contests/abc417/editorial										pending	
abc417	d	https://atcoder.jp/contests/abc417/tasks/abc417_d	https://atcoder.jp/contests/abc417/editorial										pending	
abc417	e	https://atcoder.jp/contests/abc417/tasks/abc417_e	https://atcoder.jp/contests/abc417/editorial										pending	
abc417	f	https://atcoder.jp/contests/abc417/tasks/abc417_f	https://atcoder.jp/contests/abc417/editorial										pending	
abc417	g	https://atcoder.jp/contests/abc417/tasks/abc417_g	https://atcoder.jp/contests/abc417/editorial/13580	persistent concatenation DAG; saturated lengths; heavy-edge binary lifting	concatenate old sequence versions and query an element of a huge result	含まれる長さが大きいchildをheavyとしてbinary liftingしlight遷移回数をlog limitに抑える	string/persistentsequence.hpp persistentconcatenation	C++23 persistent sequence DAG	none	長さを参照上限で飽和; 0-index変換; truncated right child; heavy同率; offset overflow; O(V log V) memory	Codex	2026-07-16	reviewed	汎用永続連結列と添字accessを追加、実体列property test・公式sample確認、judge AC未確認
abc418	c	https://atcoder.jp/contests/abc418/tasks/abc418_c	https://atcoder.jp/contests/abc418/editorial										pending	
abc418	d	https://atcoder.jp/contests/abc418/tasks/abc418_d	https://atcoder.jp/contests/abc418/editorial										pending	
abc418	e	https://atcoder.jp/contests/abc418/tasks/abc418_e	https://atcoder.jp/contests/abc418/editorial										pending	
abc418	f	https://atcoder.jp/contests/abc418/tasks/abc418_f	https://atcoder.jp/contests/abc418/editorial										pending	
abc418	g	https://atcoder.jp/contests/abc418/tasks/abc418_g	https://atcoder.jp/contests/abc418/editorial/13620	parenthesization interval DP; bounded Myhill-Nerode DFA construction; accepted substring statistics	summarize reducible words as a small regular language and count accepted substrings	短い語の任意括弧付け到達性をoracleにし長さ3以下の右文脈でDFAを復元、状態別suffix DPで集計	dp/partition.hpp parenthesized_results; string/automaton.hpp right_context_dfa accepted_substring_stats	C++23 interval DP and DFA inference	none	空語は非受理; truth tableのbit順; u=3の問題固有保証; 非結合演算; 最長なしは-1; 部分文字列の位置を区別; 64bit count	Codex	2026-07-16	reviewed	汎用括弧付けDP・候補DFA構築・受理部分文字列集計を追加、全16演算holdout・公式2 sample確認、judge AC未確認
abc419	c	https://atcoder.jp/contests/abc419/tasks/abc419_c	https://atcoder.jp/contests/abc419/editorial										pending	
abc419	d	https://atcoder.jp/contests/abc419/tasks/abc419_d	https://atcoder.jp/contests/abc419/editorial										pending	
abc419	e	https://atcoder.jp/contests/abc419/tasks/abc419_e	https://atcoder.jp/contests/abc419/editorial										pending	
abc419	f	https://atcoder.jp/contests/abc419/tasks/abc419_f	https://atcoder.jp/contests/abc419/editorial										pending	
abc419	g	https://atcoder.jp/contests/abc419/tasks/abc419_g	https://atcoder.jp/contests/abc419/editorial/13636	leaf pruning; degree-2 contraction; simple path enumeration with small cyclomatic number	count source-sink simple paths by length in an almost-tree graph	始終点以外の葉を削り次数2の道を縮約して小グラフ上で単純path DFS	graph/simplepath.hpp simple_path_length_counts	C++23 graph contraction and DFS	none	始終点は葉刈りしない; 多重圧縮辺; 到達不能; 長さ復元; K=m-n+1; path数overflow; 自己辺対象外	Codex	2026-07-16	reviewed	汎用長さ別単純path数APIを追加、property test・公式3 sample確認、judge AC未確認
abc420	c	https://atcoder.jp/contests/abc420/tasks/abc420_c	https://atcoder.jp/contests/abc420/editorial										pending	
abc420	d	https://atcoder.jp/contests/abc420/tasks/abc420_d	https://atcoder.jp/contests/abc420/editorial										pending	
abc420	e	https://atcoder.jp/contests/abc420/tasks/abc420_e	https://atcoder.jp/contests/abc420/editorial										pending	
abc420	f	https://atcoder.jp/contests/abc420/tasks/abc420_f	https://atcoder.jp/contests/abc420/editorial										pending	
abc420	g	https://atcoder.jp/contests/abc420/tasks/abc420_g	https://atcoder.jp/contests/abc420/editorial/13733	signed divisor enumeration; factoring a quadratic Diophantine equation	list integer solutions of a square-valued quadratic	平方根をmと置き(2m+2n+1)(2m-2n-1)=4X-1へ変形する	math/prime.hpp signed_divisors	C++23 Pollard-Rho factorization	none	負の約数; m>=0; 同じnの重複; Xが負; 4X-1は非零; 整除性	Codex	2026-07-16	reviewed	汎用符号付き約数列挙を追加、property test・公式3 sample確認、judge AC未確認
abc421	c	https://atcoder.jp/contests/abc421/tasks/abc421_c	https://atcoder.jp/contests/abc421/editorial										pending	
abc421	d	https://atcoder.jp/contests/abc421/tasks/abc421_d	https://atcoder.jp/contests/abc421/editorial										pending	
abc421	e	https://atcoder.jp/contests/abc421/tasks/abc421_e	https://atcoder.jp/contests/abc421/editorial										pending	
abc421	f	https://atcoder.jp/contests/abc421/tasks/abc421_f	https://atcoder.jp/contests/abc421/editorial										pending	
abc421	g	https://atcoder.jp/contests/abc421/tasks/abc421_g	https://atcoder.jp/contests/abc421/editorial/13788	difference-array transport; min-cost supply-demand flow	make a sequence nondecreasing using allowed interval increments	差分の正部分を供給・負部分を需要、区間操作を右端から左端直前へのcost 1輸送辺へ変換する	flow/mincost.hpp mincost_transport	C++23 min-cost flow	none	半開区間への変換; node Nの追加供給; 末尾差分は需要にしない; 重複区間; infeasible; 容量は総需要で十分; costは64 bit	Codex	2026-07-16	reviewed	汎用最小費用輸送APIを追加しproperty test・公式4 sample確認、judge AC未確認
abc422	c	https://atcoder.jp/contests/abc422/tasks/abc422_c	https://atcoder.jp/contests/abc422/editorial										pending	
abc422	d	https://atcoder.jp/contests/abc422/tasks/abc422_d	https://atcoder.jp/contests/abc422/editorial										pending	
abc422	e	https://atcoder.jp/contests/abc422/tasks/abc422_e	https://atcoder.jp/contests/abc422/editorial										pending	
abc422	f	https://atcoder.jp/contests/abc422/tasks/abc422_f	https://atcoder.jp/contests/abc422/editorial										pending	
abc422	g	https://atcoder.jp/contests/abc422/tasks/abc422_g	https://atcoder.jp/contests/abc422/editorial/13823	ordinary and exponential generating functions; product tree	count unlabeled and labeled distributions under periodic group-size constraints	各groupの周期支持OGFと逆階乗EGFを積み係数を同時取得する	fps/combinatorial.hpp divisible_group_counts	C++23 NTT FPS and factorials	none	groupは区別する; 要素の区別有無; size=0を含む; period>N; N<mod; 最後にN!を掛ける	Codex	2026-07-16	reviewed	周期的groupサイズ制約のOGF・EGF分配APIを追加し全tuple property test・公式sample確認
abc423	c	https://atcoder.jp/contests/abc423/tasks/abc423_c	https://atcoder.jp/contests/abc423/editorial										pending	
abc423	d	https://atcoder.jp/contests/abc423/tasks/abc423_d	https://atcoder.jp/contests/abc423/editorial										pending	
abc423	e	https://atcoder.jp/contests/abc423/tasks/abc423_e	https://atcoder.jp/contests/abc423/editorial/13880	prefix sums of index moments	static range query for sum of all subarray sums	各要素の寄与回数を区間端点と添字の二次式へ展開する	structure/prefixsum.hpp subarrayprefixsum	none	none	half-open conversion; coefficient off-by-one; 64bit total	Codex	2026-07-16	reviewed	全区間の三重loop property testと公式sample一致
abc423	f	https://atcoder.jp/contests/abc423/tasks/abc423_f	https://atcoder.jp/contests/abc423/editorial/13873	superset Mobius transform; capped subset LCM	exactly-k satisfied-condition counts from conjunction counts	各条件部分集合をすべて満たす個数をLCMで求め一致条件へ逆変換する	math/subsettransform.hpp exact_match_counts; divisibility_match_counts	none	none	LCM overflow; duplicate divisors; exact zero conditions; limit=0	Codex	2026-07-16	reviewed	小範囲の全整数走査property testと公式sample 3件一致
abc423	g	https://atcoder.jp/contests/abc423/tasks/abc423_g	https://atcoder.jp/contests/abc423/editorial/13874	meet in the middle over decimal prefix/suffix; non-coprime linear congruence	find the smallest divisible decimal containing a fixed substring	追加桁を前後へ分け短い側を列挙し残りを合同式で最小化する	math/decimal.hpp smallest_multiple_containing	C++23 gcd and modular inverse	none	pattern先頭0不可; prefixのleading zero; suffixの0埋め; gcdで解なし; 数値比較は長さと辞書順; modulus=1	Codex	2026-07-16	reviewed	固定部分文字列を含む最小十進倍数APIを追加しK<=100の愚直property test・公式sample 4件一致
abc424	c	https://atcoder.jp/contests/abc424/tasks/abc424_c	https://atcoder.jp/contests/abc424/editorial/13899	directed reachability; virtual source	count skills reachable through prerequisite implications	各前提skillから新skillへ辺を張り仮想skill 0から到達可能数を数える	graph/graph.hpp directed_graph; graph/shortestpath.hpp bfs	C++23 BFS	none	OR条件なので前提二つから各一本の辺; skill 0; 重複辺; 再帰深度回避	Codex	2026-07-16	reviewed	既存の型付き有向graphとBFSを再利用するverifyを追加
abc424	d	https://atcoder.jp/contests/abc424/tasks/abc424_d	https://atcoder.jp/contests/abc424/editorial/13932	row-mask DP; submask enumeration; adjacent-profile compatibility	minimum bit deletions under local constraints between consecutive rows	各行で元黒maskのsubmaskを選び、上下共通1に隣接bitがない遷移だけ許す	dp/profile.hpp minimum_submask_profile	C++23 row mask DP	none	幅方向bit順は任意だが一貫; submaskのみ選択; 2x2判定; 復元親; O(H4^W)	Codex	2026-07-16	reviewed	隣接行predicate付き汎用submask最小削除DPを追加し小盤面全探索・公式sample一致、judge AC未確認
abc424	e	https://atcoder.jp/contests/abc424/tasks/abc424_e	https://atcoder.jp/contests/abc424/editorial/13858	parametric search; compressed dyadic multiset; order statistics	k-th largest after repeatedly splitting a current maximum into equal halves	最終最大値以下へする完全二分木の内部数を数え、残操作と値別個数を復元する	algorithm/balancedsplit.hpp kth_largest_after_max_halving	C++23 long double binary search	none	最大値tie; K巨大; piece数cap; 残操作は最大pieceだけ; X=N+K; 浮動誤差	Codex	2026-07-16	reviewed	最大要素反復二等分後の汎用順位APIを追加し小priority queue照合・公式sample一致、judge AC未確認
abc424	f	https://atcoder.jp/contests/abc424/tasks/abc424_f	https://atcoder.jp/contests/abc424/editorial/13900	laminar interval family; range chmin point get; chord crossing	accept online intervals exactly when they do not cross the accepted family	各端点を含む最短区間が反対端点も含むかをdual Segment Treeで判定する	structure/laminarintervalset.hpp laminarintervalset	C++23 dual segment tree	none	円のcut位置; 閉区間; 全端点distinct前提; 包含は許可; 双方向端点判定; range chmin	Codex	2026-07-16	reviewed	online laminar区間追加構造を追加し乱択全区間直接交差比較・公式sample 2件一致、judge AC未確認
